File,aid,Date,2,14,48,49,85,96,97,112,113,144,145,160,161,164,165,176,177,224,225,240,244
QC_Night_2018321_aid0001,aid0001,2018-11-17,4564.0,,,,,,,,,,,,,,,174.0,1237.0,,,32671.0,
QC_Night_2018329_aid0001,aid0001,2018-11-25,18153.0,,,,,,,,,,,,,,,1805.0,7210.0,,,11478.0,
QC_Night_2018337_aid0001,aid0001,2018-12-03,19574.0,,,,,,,,,,,,,,,3.0,386.0,,,18683.0,
QC_Night_2018345_aid0001,aid0001,2018-12-11,12709.0,,,,,,,,,,,,,,,368.0,2047.0,,,23522.0,
QC_Night_2018353_aid0001,aid0001,2018-12-19,26846.0,,,,,,,,,,,,,,,848.0,1404.0,,,9548.0,
QC_Night_2018361_aid0001,aid0001,2018-12-27,16421.0,,,,,,,,,,,,,,,,,,,22225.0,
QC_Night_2019001_aid0001,aid0001,2019-01-01,8286.0,,,,,,,,,,,,,,,299.0,424.0,,,29637.0,
QC_Night_2019009_aid0001,aid0001,2019-01-09,16459.0,,,,,,,,,,,,,,,797.0,689.0,,,20701.0,
QC_Night_2019017_aid0001,aid0001,2019-01-17,9241.0,,,,,,,,,,,,,,,375.0,90.0,,,28940.0,
QC_Night_2019025_aid0001,aid0001,2019-01-25,8052.0,,,,,,,,,,,,,,,,,,,30594.0,
QC_Night_2019033_aid0001,aid0001,2019-02-02,10476.0,,,,,,,,,,,,,,,385.0,2223.0,,,25562.0,
QC_Night_2019041_aid0001,aid0001,2019-02-10,10222.0,,,,,,,,,,,,,,,1552.0,1869.0,,,25003.0,
QC_Night_2019049_aid0001,aid0001,2019-02-18,11451.0,,,,,,,,,,,,,,,,11.0,,,27184.0,
QC_Night_2019057_aid0001,aid0001,2019-02-26,21161.0,,,,,,,,,,,,,,,98.0,,,,17387.0,
QC_Night_2019065_aid0001,aid0001,2019-03-06,16219.0,,,,,,,,,,,,,,,1086.0,3167.0,,,18174.0,
QC_Night_2019073_aid0001,aid0001,2019-03-14,3795.0,,,,,,,,,,,,,,,1120.0,2079.0,,,31652.0,
QC_Night_2019081_aid0001,aid0001,2019-03-22,12825.0,,,,,,,,,,,,,,,2926.0,11566.0,,,11329.0,
QC_Night_2019089_aid0001,aid0001,2019-03-30,10078.0,,,,,,,,,,,,,,,352.0,1441.0,,,26775.0,
QC_Night_2019097_aid0001,aid0001,2019-04-07,6084.0,,,,,,,,,,,,,,,2063.0,3285.0,,,27214.0,
QC_Night_2019105_aid0001,aid0001,2019-04-15,781.0,,,,,,,,,,,,,,,16874.0,15542.0,,,5449.0,
QC_Night_2019113_aid0001,aid0001,2019-04-23,1794.0,,,,,,,,,,,,,,,3567.0,5874.0,,,27411.0,
QC_Night_2019121_aid0001,aid0001,2019-05-01,774.0,,,,,,,,,,,,,,,12880.0,13719.0,,,11273.0,
QC_Night_2019129_aid0001,aid0001,2019-05-09,1739.0,,,,,,,,,,,1.0,,,,8067.0,6620.0,,,22219.0,
QC_Night_2019137_aid0001,aid0001,2019-05-17,26371.0,,,,,,,17.0,1756.0,,,,,,,809.0,4472.0,,,5221.0,
QC_Night_2019145_aid0001,aid0001,2019-05-25,8606.0,,,,,,,207.0,155.0,,,213.0,896.0,,,9927.0,14252.0,,,4390.0,
QC_Night_2019153_aid0001,aid0001,2019-06-02,231.0,,,,,,,848.0,800.0,,,20.0,17.0,,,23251.0,10051.0,,,3428.0,
QC_Night_2019161_aid0001,aid0001,2019-06-10,433.0,,,,,,,,,,,593.0,121.0,,,20097.0,7551.0,,,9851.0,
QC_Night_2019169_aid0001,aid0001,2019-06-18,436.0,,,,,,,172.0,125.0,,,,,,,20163.0,9122.0,,,8628.0,
QC_Night_2019177_aid0001,aid0001,2019-06-26,,,,,,,,49.0,,,,,,,,22166.0,1466.0,,,14965.0,
QC_Night_2019185_aid0001,aid0001,2019-07-04,4.0,,,,,,,2.0,,,,,,,,23709.0,3855.0,,,11076.0,
QC_Night_2019193_aid0001,aid0001,2019-07-12,,,,,,,,1057.0,1.0,,,,,,,33196.0,2247.0,,,2145.0,
QC_Night_2019201_aid0001,aid0001,2019-07-20,,,,,,,,65.0,,,,,,,,37650.0,697.0,,,234.0,
QC_Night_2019209_aid0001,aid0001,2019-07-28,,,,,,,,70.0,,,,1219.0,,,,36201.0,130.0,,,1026.0,
QC_Night_2019217_aid0001,aid0001,2019-08-05,,,,,,,,1903.0,167.0,,,,,,,30484.0,5622.0,,,470.0,
QC_Night_2019225_aid0001,aid0001,2019-08-13,7.0,,,,,,,,2.0,,,,,,,28674.0,2102.0,,,7861.0,
QC_Night_2019233_aid0001,aid0001,2019-08-21,1.0,,,,,,,,,,,,,,,19353.0,1304.0,,,17988.0,
QC_Night_2019241_aid0001,aid0001,2019-08-29,,,,,,,,57.0,,,,,,,,37968.0,614.0,,,7.0,
QC_Night_2019249_aid0001,aid0001,2019-09-06,18.0,,,,,,,28.0,29.0,,,11.0,,,,25088.0,5818.0,11.0,,7643.0,
QC_Night_2019257_aid0001,aid0001,2019-09-14,89.0,,,,,,,,,,,,,,,9852.0,1615.0,,,27090.0,
QC_Night_2019265_aid0001,aid0001,2019-09-22,13.0,,,,,,,643.0,68.0,,,,,,,33473.0,4404.0,,,45.0,
QC_Night_2019273_aid0001,aid0001,2019-09-30,252.0,,,,,,,,8.0,,,,,,,8823.0,2204.0,,,27359.0,
QC_Night_2019281_aid0001,aid0001,2019-10-08,98.0,,,,,,,,,,,,,,,198.0,446.0,,,37904.0,
QC_Night_2019289_aid0001,aid0001,2019-10-16,10434.0,,,,,,,,,,,,,,,7963.0,15707.0,,,4542.0,
QC_Night_2019297_aid0001,aid0001,2019-10-24,344.0,,,,,,,,,,,,,,,5916.0,6628.0,,,25758.0,
QC_Night_2019305_aid0001,aid0001,2019-11-01,3195.0,,,,,,,,,,,,,,,23.0,157.0,,,35271.0,
QC_Night_2019313_aid0001,aid0001,2019-11-09,2103.0,,,,,,,,,,,,,,,2069.0,4149.0,,,30325.0,
QC_Night_2019321_aid0001,aid0001,2019-11-17,1902.0,,,,,,,,,,,,,,,5990.0,7521.0,,,23233.0,
QC_Night_2019329_aid0001,aid0001,2019-11-25,21044.0,,,,,,,,,,,,,,,204.0,192.0,,,17206.0,
QC_Night_2019337_aid0001,aid0001,2019-12-03,13309.0,,,,,,,,,,,,,,,4307.0,2753.0,,,18277.0,
QC_Night_2019345_aid0001,aid0001,2019-12-11,15588.0,,,,,,,,,,,,,,,282.0,831.0,,,21945.0,
QC_Night_2019353_aid0001,aid0001,2019-12-19,14537.0,,,,,,,,,,,,,,,1206.0,5467.0,,,17436.0,
QC_Night_2019361_aid0001,aid0001,2019-12-27,16019.0,,,,,,,,,,,,,,,784.0,1235.0,,,20608.0,
QC_Night_2020001_aid0001,aid0001,2020-01-01,10982.0,,,,,,,,,,,,,,,342.0,679.0,,,26643.0,
